epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.82186,3.26721,7.23304,1.7714,0.00094,0.51923,0.00061,0.00014,1.05257,2321,0.53981,0.000654762,0.000654762,0.000654762
2,14.4327,3.11815,2.71905,1.70533,0,0,0,0,nan,nan,nan,0.00130835,0.00130835,0.00130835
